Customer Review Final,Emotion Encoded
packing rapi n aman produk sesuai pesan seller responsif utk dendeng ny blm coba ya mdhan enak thanks,2
puas mantap cepat rekomendasi belanja,2
ok,2
empuk manis gede daging biji respon seller cepat gratis ongkirnya cepat mantap deh beli,2
kurma bagus daging empuk tebal coba pake bikin kue langgan nih moga kualitas kurma bagus ya terima kasih seller,2
kurma matang sempurnamantap pokok pas anak orang tua sukses smoga berkah gan aamiinn,2
barang bagus response cepat proses kirim cepa packing recommended seller,2
kualitas kurma top daging tebal lembut packing bagus tutup box buka kurma bungkus plastik order,2
sdh beli ulang lumpia enak packingnya bgs jual responsif kirim cpt,2
produk fresh lezat packing rapih kirim cepat layan toko ramah sukses ya,2
enak isi saus mantap,2
beli seller responsif emas barang bubble wrap kotak kualitas kimchi segar enak overall good job,2
kimchi my love enak beli kimchi id the best pokok,2
mantap dibiarka luar pas asemnya,2
respon cepat barang aman buah segar bagus kirim cepat,2
buah bagus kurir ok sellernya ok,2
produk ok sesuai gambar,2
enak bgt cepet sampe,2
respon seller ok banget pisangnyaaa enakkk manis nagih,2
barang ok harga porsi jangkau enak kirim cepatgood job,2
udh gak makan kali bnykan soun daging ayam lmyn gak kliatan sambel ttp enak pcking aman respon cepat,2
mantap pastel mesan utk yg sekian kali langgan n puas sm jual jg ramah banget rekomend pokok,2
enakk banget isi saosnya mantap seller ramah thank you,2
cookies enak mulut,2
enakkkk banget cryyyyy packaging oke tengkyu,2
respon seller okpackaging rapih pesan sesuai kuk enak tekstur pas manis mnrt sy rang manis ok,2
salah baik packing rapih kualitas makan bagus,2
layan cepat langgan toko,2
layan top bgtexp lamastp beli maling slalu toko inithe best seller,2
barang oripengiriman cepat sippp,2
packaging barang utuh kirim anggoto keluarga isoman moga bantu pulih promo ya real food sukses,2
barang sesuai deskripsi seller fast response kirim aman rumah,2
barang bagus original packaging bagus full dng bubble wrap lap lap dng packing kardus barang msh segel,2
janji kaleng kaleng yg kaleng kecewa bangetttt,4
foto bonus foto dateng nya kecill citra kill sungguh kecewa,4
rugi bayar instant delivery yg mahal order cek lengkap pesan yg praktis cepat tuntas berteletele krn kirim ulang kecewa siasia belanja mahal,4
layan cs kecewa,4
order yg k ko sy kecewabungkus pecah kopi hambur k mna gak tau salah dr selese seler kurir,4
kecewa berat salah mana packing kemas produk hancur gak sangka kelas pronas,4
hancur tempenyasaya kasih yg puing tempeyg utuh beberapakecewa sih bayar,4
parah pake bangetkalengnya aja udh gimana bentuknyapeyot super parahtolong packing lbh perhati kecewa,4
kali dimsum nya hancur,4
kirim amat kecewa,4
pia nya kak tp pas buka hancur smua bubble wrap,4
kecewa kirim garagara batas kirim covid pesan tgl ambil kirim tgl terima tgl maklum eh pas udah terima dpt kotak pesan,4
pesan sy rumah sy sesuai alamat,4
sen yg dateng sukiyaki konbutsuyu deskripsi tulis jenis kecewa bgt,4
maaf beli yg kali nya kecewa pesan x dus isi d kirim dus isi jd,4
packing beranta sungguh kecewa,4
x beli ga puas beli kecewa ntah irit packaging alas beli tiramisu kardus udah jual keteng,4
sesuai ekspektasi bener kecewa emak valrhona chocolate sisa gak enak inti kecewa,4
brownis nya penyek untung ga ancur kecewa kirim nya antaraja lelet bikin brownis penyek tokped hrs nya blacklist tuh antaraja,4
ga bl lg dsni thx kecewa,4
kecewa ganti alamat mlh gk,4
minum mual beda,4
jujur kecewa udah beli sekian kali minum hari bsknya asem g minum mohon tgl kadaluarsanya,4
kali kecewa dapet udah kadaluarsa minum hari besok udah asem gak minum mohon pasti tgl kadaluarsanya jujur kecewa banget,4
kecewa anter aja basi kopsus sameday nyampenya malem,4
hari udh basi t t,4
kulkas udah basi hiks,4
dikirimin kopi langsung masukin kulkas besok cobain basi,4
sen kopi keluarga botol yg kirim cm botol jual dichat respon kecewa jual,4
mon maap mesan beda dg mesan yg enak yg pahit drpd sblmnya lagipula mesan temu rambut kopi mohon jaga kualitas bnyk pesan ya tks,4
minum besok udah basi,4
sen selasa malem nyampe rumah rabu sore kamis aman jumat pagi minum udh asem kecewa,4
udang rebon semur ayam lele kikil enak semuatapi utk ayam ungkepnya maaf bener kecewa kali sy buka boxnya bau amistidak fresh cium sy goreng amis barusan sy coba ungkep ulang dg bumbu ayam goreng sy goreng cium bau enak tulang sy sdh langsung pesan box dg kurir gojek instan minta maaf dr jual,4
sy terima package makan rusak buka bekas kecewa,4
gepuk fresh gak enak dah jamur sayang bgt beli buang deh,4
gepuk pahit,4
maaf bknnya sy jelek produk tp sy kecewa salah gepuk toples warna merah stlah hr ko jamur pdhl toples yg wenak bgtzz gepuk,4
barang ga enak udah beda,4
kecewa,4
sambal nya asem chat jual gak respon kecewa,4
gak enak kuah nya kentel bnyakin air asrep gak karuan pokok nya pretttt,0
coklat lembek benyek,0
beli cashew kirim almond beli kirim cm gak berkah dagang mu,0
hancurrrr keras,0
keripik tempe hancur n bau tengik ga makan,0
barangnyasy order n bayar rb yg dtg paket promo harga rb aza jual nipu yah pdhl official store loh toped gimana nih pertanggungjawabannya kapok sy kalo gin balikin uang sy rb,0
layan yg buruk pesan grab instan jam pagi jam sore kali chat respons nya tdk profesional layan konsumen,0
roti keras gak enak,0
keras nya main kayk batu,0
keripik usus rada bau bangkai asin banget me review kecewa kualitas kripik usus bau sengat jadi bahan introspeksi tuduh kompetitor toko macem,0
gak spt beli yg asin banget udah gitu packingannya dibuble wrap tdk dos spt kripiknya yg hancur,0
hambaaarrrrrrr,0
wooy gimana kirim pesan loh coba cek yg pes,0
cancel ganti tgl kirim aja byk cincong,0
beli ga yg enak banget kota hoedjan,0
layan ga bgt deh pakai ekspedisi gojek instan jam pagi proses toko jam sore,0
ulas sih minta tumbuk halus bener parah,0
order yg k ko sy kecewabungkus pecah kopi hambur k mna gak tau salah dr selese seler kurir,0
beli abon srundeng salah kasih srundeng jd ga dpt abon krn klo retur hrs ngirim brg yg salah ribet,0
keras gak,0
roti keras gak enak,0
hancur patah patah,0
busyeetttlamaaa amit nyampe brgnyapdhl udh x order,0
halus kirim kasarlaen ngopi duli biar melek admin yg ngurusin order,0
parah respon nya butuh hr order kirim granola nya jg ancur,0
mah robusta nya ga sesuai deskripsi ekspetasi payah,0
sesuai gk rasa daun jeruknyabad taste,0
pesan kurir instan posisi rumah bintaro jaksel kurir arah bekas jual bilang tukang gojek ambil jalan alternatif helllooowwww kurir ojek online sampe rumah nganterin orang tua tukang urut tolong kali jual pasti kalo barang langsung antar kurir yg ambil apalagj kurir instan lepas tangan pesan kurir instan jaga kualitas makan jaga barang rumah seal rapat,0
banget sampenyapas nyampe jamur ginihaduuhparah deh,0
dapet jamur gin padaha expnya tolong perhatiin produk,0
bau bgt kayak bau sampah,0
emang kaya basi gimana gin kaya bau tong sampah,0
bau makan nyaman enak,0
amit,0
ngadi sumpah kayak pake saos sambel kyk gapake gochujang gochugaru makan kimchi asli korea gaakan suka kirim super lelet sen hr rabu br dtg minggu gils,0
layan,0
gaenak basi iuhhhh plis beli sia gamau motong rezeki mu sriusan basi bau apek cuankinya mlempem bocinyaa baubumbunya kaya dah ga segerterus kemas kaya dah berdebugituu ahhhhh nyesell jual niat cari uang aja cari rasaaaa kualitas,0
baso nya asemmm basi ngga enak banget dehmungkin orang beda beda yah pulau pikir deh klau beli jamin basiii,0
ga layak ga buang aja,0
jeruk udh busuk kirim yg gk busuk gk air pilus keras,0
kali masak nasi porang asa karet praktis seduh air panas mantaabbb,3
wow wow sangaat praktis euy emang harga maya sihh enak mantul repeat order nihh,3
enak banget pulen bener tekstur nasi gampang buat,3
sesuaiproses n kirim cepatresponsifrecommendedbarokahterima kasih,3
mantaaprekomendasi banget murah murah enak,3
lengkap bagus kirim cepat terpercayaa nomor indonesia,3
respon kirim cepat packing rapi recommended seller,3
alhamdulillah repeat order free ongkir enak harga murah pasti gurih mantap krupuknya,3
respon jual nyaa dapet harga muraaaaaah packingnya rapiiiii kirim lumayan cepat lahh coklat enakkkkkk,3
mantep bangettt coklat beli promo ditambahin voucher mumer pokok deh,3
alhmdllh pkt ny dah smpeank neng bgt klu makan sarden abcmakasi sellertokopedia,3
kirim cepatamanah,3
mantaab pl udh langganankeluarga syukaaaatrims,3
kurma medjol palestine emang fave bgtt legit ga trllu manis biji keciiil daging jumbo cocok utk ibukku yg diabetes tp beli makas ya ka kirim cpt hri aja makas jg tokped dah gratis ongkir moga allah swt kah,3
enak lumpia basah nya admin daun bawang lebih eh beneran kasi terimakasih beli,3
respon kirim siang pesan malam,3
uenak bangetzzzudah berulamg kali order,3
repeat order,3
sdh repeat ordermantap,3
jd langgan harga jangkau kirim oke,3
kali beli pastel iniga ngecewainrasanya mantapppseller nya ramah banget,3
enak enak enak enak uda order a aja kali reorder thank u sukses,3
enak bangett packingnya bagus bangett terima kasihh recommended bangett dehh,3
beli krupuknya mantap kirim cepat rusak terima kasih jual kurir sicepat,3
jual responsive barang selamat kali order bawa turki ka terimakasih ya ka,3
sekian kali beli tuang coffeeterbaaiikk,3
dimsum mantaapselalu setia tani hangat musim hujansetiap gigit mak nyoosuenaaak tenantks,3
bagus bagusdimsumnyamasih kedaan bgus ga penyok dalem ya seger produk rekomen bgt klo belanja enak ga cape masak biar hemat sehat dirumahmakasi yaa udh mudah masak,3
enak banget bikin tagih,3
rendang enakkk daging empukkk salut krn kirim minggu jd bs nyampe lebaran udah was kl ngirimnya tunda hari aja udah ga pas momen sellernya gerceppp thanksss,3
enaaaak order,3
rendang lembut n enakbngett kirim cepat rekomended deh,3
baik sihhh iniii pesan ny superr cpt sampe nya d proses ny cpt bgtttt br psen hr bsk ny ud sampe emas amann bgt ya thx seller kurir,3
mantaaapppppp battt renyahhhhrg fs k free ongkiiir luvluvluv,3
kripsusnya juaraudah kali orderselalu mulut anakpokoke top markotop,3
mienya enak favorit keluarga langgan beli mie sedap toko os packing rapi dpt bonus makasih ya,3
bagus produk enak marumiya rice topping furikake nya bubur harga jangkau recommended,3
terima kasih layan products bagus packaging nya aman products sesuai foto harga saing bagus kirim cepat very recommended shop seller next blanja deh moga maju sukses ya,3
udah kali beli ngga nyesel banget kualitas udah oke kirim bagus cepat packagingnya rapi aman,3
alhamdulillah barang terima packing aman sesuai pesan suka banget mie sedap varian laksa singapura,3
jelek banget barang order ga terang nya sdh keterimajgn order disiniorder barang ga sampe,1
barang terima tanggung kali belanja langsung dikecewain,1
dateng sangatsangat beda foto,1
bad service kirim same day gosend lewat batas estimasi tdk layan kirim sameday gosend non aktif beli tdk bayar lbh mahal ongkir,1
buka bentul aneh kaya udah leleh dibekuin buka kirim,1
dendeng yg sy terima muncul jamur putih muka daging ketumbar makan kasar seller mohon perhati kualitas produk jual terima kasih,1
dendeng daging sapi asli campur,1
pisang isi nyeesel,1
mentah,1
beli kg dimix pisang yg msh hijau kuning eh kirim kuning hadeeehh,1
plastik pecah jd lembek,1
byk yg hancur kirim jkt,1
pesan yg varian pcs tp kirim pcs,1
layan buruk barang kirim enak beli,1
keripik tempe pecah packingnya kopong edit asin banget beh ga recommended yah mecin orang tau komplain ga pake asuransi komplain worth ga yg habis komplain jual yg ga terima kritik ga layak bintang maap yah perbaikin lg packingnya ekspedisi mana kalo packing keripik pake plastik kosong ga padat ya ancur koclak dus pake buble mubazir,1
kapok belanja banget kirim nya,1
produk layak makan jamur pcs tulis expired date harap qc ulang produk makan layak makan konsumen,1
pie susu jamur duh parah bgt sih jual,1
beli kotak isi total buah pie buah pie jamur paket langsung buka antar kurir expire date coba cek ulas beli alami kendala pie jamur jelek kontrol kualitas pie susu kasi reputasi toko ikut rusak garagara produk jaga reputasi milik produk maaf ya kaka jual ulas jujur produsen produk baik kontrol kualitas produk,1
pie susunyabberjamur simpan minggu expiry date bulan kalo beli bal ga kayak gitu ya biar temen beli pie susu nya aware aja ya sedih udah sayang makan eh pas makan jamur paksa buang udah chat sellernya ga dimasukin kulkas tp pas beli bal jg ga masukin kulkas sih fyi aja temen yg mo beli yah,1
kirim satu chat apa jual komplain selesai kecewa anak suka tunggu dateng ga kirim,1
berat sesuai rubah ga baik berat produk packing pdhl sy blanja mhl diongkir pdhl berat riil nya jauuh estimasi,1
free canister ga kirim payah kecewah dah males beli,1
kirim lambat minggu butuh cepat beli supermarket langsung,1
kue nya pas dateng coba asemkue uda lamadi komplain jual bilang nya konsumsi makan tanggung,1
pia nya gak kirim,1
bad admin opportunity lost gara pesan tp abai admin jd perhati manajemen wingsfood,1
sampe barang blm sampehalu express blgnya tanggung jwb dg bayar tokopedia tp dr tokopedia ga transfer penggantianga yg tanggung,1
gak sesuai gambar situ gula yg hijau kirim kuning sih beda harga beda lbh enak yg hijau tokped jd guna nyesel,1
sesuai pesan yg pesan gula kg kecap kemas teh yg sampe gula nya kg teh kecap,1
kotak paket nya gede coklat gak bungkus bubble wrap kotak paket gak tambah kertas isi bentuk coklat nya udh amburadul,1
packaging nya ga safe mie nya remuk shipping nya bgt proses nya asli parah,1
kaya buavta gk worth it,1
baca komposisi deskripsi minum mangga rada curiga jual beli harga mahal pikir full mangga artificial mangga manis buat banget ga sehat,1
cocok dgn yg suka manis minum manis bgt artificial mangga bgt salah yg expect minum seger fresh dr mangga buah,1
udh isi ga full banjir minyak jdi isi nya stgh lbh dkit dr kecil ga lbh dr sendok makan maaf ga worth utk hrg gin,1
pedes nya over banding isi dikit gak kuat pedes over not rekomended,1
luar ekspetasi banget sambelnya gak seger bau gada pedesnya manis packaging nya sih bagus,1
asem tomat,1
layan buruk barang kirim enak beli,1
mantapp gan,2
bagus sesuai deskripsi layan cepqt order lsg kirim terima kasih,2
barang bagus berkwalitas mantapsss sesuai deskripsi cepat,2
barang terima sesuai pesan thanks joyko,2
produk sesuai deskripsi kirim cepat seler ramah barang ok mantap tetimakasih admin,2
packing rapih barang ori kualitas harga murah,2
kemas rapi brg sesuai pesan,2
top seller responsif btgg jwb,2
fast response produk bagus sesuai pesan kirim cepat hr,2
spidol kualitas bagus harga murah banding toko,2
alhamdulilah barang sampe ukur sesuai yg gambar mudah manfaat giat ajar ajar pesantren,2
kirim cepat barang sesuai gambar kualitas oke recommended,2
