Customer Review,Emotion
kecewa kok brg rusak dikirim di chat lama responnya sampai batas waktu otomatis habis padahal sdh langganan lama ditoko ini,4
padahal yg diminta dino sama unicorn mlh yg dtg mickey mouse anak saya kecewa loh mba,4
buset di kasih merk ares di pake di pod kuy hari langsung bau gosong perdana kecewa belanja di toko ini,4
maaf tapi sy aga kecewa ga seperti yg sudah bli ko polos gada tulisan kuy movi jadi gayakin asli skali lg mohon maaf tapi ini ulasan jujur saya,4
barangnya ga sesuai sama gambar ukuran nya kecil kecewa pkoknya,4
barang kecil banget salah saya sih tapi ya gimana namanya kecewa,4
tidak sesuai harapan barang sangat kecil jadi susah buat dimainin,4
pesen apa dikasih apa kecewa bgt,4
ini si bukan mobil hotwheels nggak sesuai sama iklan mengecewakan,4
harga segini kurang worth it bahan tidak tebal ada yang lebih murah detail dan bahan lebih baik sorry,4
seller kurang respon kecewa,4
mengecewakan sih seller kurang friendly,4
barang rusak ga berfungsi sama sekali ga bisa di mainin sama sekali parahhh,4
nggak fungsi pisaunya ditusuk semua ke dalam tong tapi kepalanya tetap stay,4
barang kagak sampe beneran kagak sampe gak jelas toko nya apa aplikasinya ini kecewa,4
produknya sekali pakai doang setelah itu rusak kecewa bangettt,4
barang tipis banget jd sampai udh pecah jd langsung buang tempat sampah,4
barang datang di kasih yang rusak sungguh mengecewakan mainan nya tidak bisa nyangap kapok beli di sini lagi,4
kecewa barang pas sampai gak bisa dipakai,4
pengiriman lama dan mainan gak berfungsi dengan baik,4
maennanya macet g bisa nutup mulutnya kecewa,4
kecewa,4
retak padahal sudah pakai asuransi sangat kecewaaa,4
barang nya rusak yah ada harga ada kualitas,4
barang retak malas retur nanti lama lagi anaknya keburu sedih,4
kualitas produk mengecewakan mulut buaya baru dibuka x sudah stuck dan tidak bisa dipakai lagi klaim bisa mengembalikan barang juga ternyata prosedurnya tidak mudah akhirnya cuma jadi sampah di rumah,4
proses pengiriman mengecewakan sebagai customer sangat merasa tdk dibantu ketika bertanya penjual merespon dengan kurang baik so sad,4
saya kecewa di tunggu tidak ada respon yg baik dari penjual nya,4
kecewa sama tokonya,4
barang yang sudah berlubang model persegi pun bisa nya di kirim ke buyer nya untuk model bulat warnanya berantakan jelek sekali,4
kualitas main amat buruk,4
barang nya rusak,4
bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,4
nggak bisa jalan kereta nya anakqu jadi kecewa,4
barang tidak sampai mengecewakan sekali,4
barang tidak berfungsi tidak bisa jalan,4
barangnya datang dalam keadaan tidak bagus,0
barang rusak ga berfungsi sama sekali ga bisa di mainin sama sekali parahhh,0
bahannya plastik jelek suaranya kecil banget lampunya jg gk terlalu terang bru jg dimainin udah patah,0
mainannya rusak gak bisa dipake,0
produk cacat kepalanya penyok minta tukar gak dikasih,0
jelek baru dicoba kali udah rusak giginya ga bisa di pencet lagi,0
beli dikirim doang balikin duit gw penipu,0
kualitas main amat buruk,0
bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,0
jelek barang sampai disini udah rusak gk bisa jalan,0
saya belom menerima paket ini kenapa sudah selesai yah gimana sih,0
barang jelek baru juga mau di pake udah gosong segel udh kebuka,0
barang basah berair dan bau kwalitas tidak bagus tidak spt digambar cat nya byk yg terkelupas,0
cat nya jelek banget detailing nya jelek parah murah sih tapi ya gitu jelek,0
produk cacat kepalanya penyok minta tukar gak dikasih,0
buruk,0
saya belom menerima paket ini kenapa sudah selesai yah gimana sih,0
tiba selesai padahal gak ada barang yang datang sama sekali penipu ya,0
blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi parah dah,0
masa baru dateng langsung rusak,0
barang jelek mudah sobek,0
cacat gitu jidatnya mana jelas bgt lagi hadeeuuhh,0
sendinya ga seret sama sekali lossssss ga bisa buat jadi stand meyesell banget,0
beli biji di telp sama toko ternyata barang gk ada n d tawarin ganti yang murah saya gak mau eh tetap dikirim among us yg bukan uv saya kan sudah bilang tidak mau rugi,0
pesan model love yg dtang mickey anak we jdi ngamuk di cat ktanya ready yg love klo ga ada bilang,0
bocor payahlah ga di periksa dulu,0
packing asal barang sangat mengecewakan kotor bocor musiknya jg ga jalan banyak baret,0
jelak ada yg patah pedang pada meletot semua apa lagi warna ya ada yg salah fatal,0
cacat gaming,0
gw pesen apa dikasih warna apa gila ni yg jual,0
harga mahal dan ga sesuai ekspetasi cat ga rapih dan bahan kyk plastik murahan,0
yg dikirim beda barang yg lebih murah selisih eh rusak pula mau retur tapi maenannya dah terlanjur dibuka yauda gw minta balikin selisih nya aja dg suruh isiin pulsa gw aja rb udah hari pulsa ga masuk ditanyain jawab nya ok doang parah ga amanah,0
kartunya kw semua katanya ori gimana sih,0
kotaknya jelek penyok bungkus seadanya doang,0
udah sampenya lama bgd semingguan trs pas barangnya di coba malah patah sialan kan,0
no good tidak puassss,0
proses kemas kirim lama seller ditanya hanya jawab mohon sabar mohon tunggu tidak kasih kepastian kapan kirim hrs nya dijawab bisa tidak end up barang di pickup sendiri ke gudang kurir krn perlu,0
tokonya tidak sportif tidak koperatif pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi tidak bertanggung jawab di chat lewat tokped ataupun wa tapi tanggapannya muter muter doang kebanyakan basa basi padahal tidak mau bertanggung jawab lu makan tuh uang buat istri lu hati hati dengan toko ini,0
jualan kok ngotottt nggak laku toko nya bang,0
pengiriman lama banget dough nya juga jelek banget ga lentur ga seperti biasanya,0
paket mulus sampai di tujuan toko juga sudah terpercaya mantab,3
suka anak jd seneng meronce sesuai pesenanya barangnya jg bagus mksh,3
begitu sampe langsung dibuat kreasi anak seneng bgt pengiriman jg cepat makasih seller,3
respon dan barang di proses dengan cepat thx kyou recommended banget,3
anak saya suka aman untuk si kecil,3
mantep bgt pokoknya bagus bola nya warna warni dan gak ada yang penyok bagus deh anak saya suka,3
bagus sesuatu ekspektasi recommended seller,3
mantaaappp bagus kereeennn,3
barang mantap anak saya suka dah gitu pengiriman cepat banget hari ini pesan besok dah sampe,3
pelayanan bagus mantap rekomen banget beli disini terima kasih,3
bagus banget mainan nya anak aku suka,3
bagus bengedd sesuai ekspektasi jugaaa,3
barang sesuai deskripsi pengiriman cepat,3
cantik banget,3
sampe cepet makasihh yahh anak aku seneng bangettt,3
mantaaaaap sesuai dengan g di gambar nya jujur dan amanah seler nya ngak nyesel belanja di toko ini pokok nya mantaaaaap deh,3
pesanan cepat diproses packing rapi sesuai pesanan juragan mantab selalu repeat order kesini,3
aku suka banget next pengen nyobain semua rasanya nyaman ketika digunakan,3
suka banget ama slamenya bonusnya byk pengiriman cepat semoga makin sukses seller,3
suka banget wangi bgt teksturnya juga bagus bangeetpacking rapi,3
bagus banget top,3
mantap gk pernah kecewa belanja disini figure sesuai foto kawaii banget nezuko chan wangy wangyyy hehe becanda om,3
mantap gan barang sudah sampai dengan aman makasih gan,3
bagus banget barang nya,3
bagus bgt sumpah harga juga murah bgt,3
manteb bangettt lov it,3
mobilnya bagus bgt pengiriman super cepat harga terjangkau,3
mantap banget recomend barang yg diterima sesuai gambar,3
okeeee siiipps kereeennn abis utk tempatbhotwhealsnya gan,3
keren banget sempurna,3
secara overall ok banget,3
mainannya bagus banget,3
keren banget anak saya suka banget,3
sukaa sekaliiii sellernya juga responded banget terima kasih ya sukses untuk seller,3
barangnya kerennnn banget sayangnya bungkusnya hanya plastik biasa shg terkesan kurang premium overall kuereennnn terimakasih,3
bagus banget,3
kualitas oke sesuai harga tapi keren parah,3
mantap sesuai deskripsi dan gambar,3
first time beli gak pake ragu pokoknya worth it banget,3
the best banget dan pengiriman juga cepat,3
saya sarankan jangan transaksi sama toko ini pesanan saya sampai saat ini belum dikirim selalu bohong klo ditanya,1
lain kali tolong lah di cek baik baik sebelum di bungkus,1
barang tidak pernah sampai malah disuruh ngambil sendiri ngga rekomen banget,1
barang tidak datang dana gk kembali,1
parah ini toko ga ada tanggung jawab nya,1
ga adda mesin nya jangan di beli,1
mentang dapetnya gratis dari tokped ehh dikirimnyapun seenak jidat packing jelek mainannya gak dicek dulu rodanya depannya gak ada jadi keretanya gak bisa jalan sorry gak difoto keburu kesel sekarang pun mainannya udh ancur kayaknya sama ponakan saya next kalo ada pesanan jangan diliat dari apapun ya cukup layani aja dengan penuh hati,1
hati hati guys gua beli tiga terus satu bener bener gabisa dipake sengaja ngasih bintang satu lagian gua chat abangnya ga respon,1
beli dipakai dua hari udah hangus kapok beli disini catridge gak sampe seminggu,1
order dan gambar truck pemadam kok dikirim mobilan police not recommended,1
ternyata bukan hot wheels asli bahan plastik harap di beri keterangan bahwa barang tdk original,1
ternyata bukan ori harga sesuai kualitas ya rb bahan plastik harusnya dikasih keterangan di deskripsi,1
untuk jar bahannya bagus bahan yg lain lumayan namun untuk tutup jar pita tlg diperhatikan lubangnya terlalu besar gampang ditarik smp lepas tp terbalik dgn tutupnya stick yg kekecilan lobangnya stick plastik g bisa masuk akhirnya hrs diganti tutup stick jd tutup pita tp y pe er ngerjainnya krn udh keiket kecil gt kan maaf agak panjang reviewnya untuk yang lain bagus,1
merek kereta nya beda banget sama di gambar yg dijual merek yg dijual keluaran china dan bukan merek thomas train set tapi thamos train set rel kretanya juga gk bisa rata stabil kalo nyari kualitas mending cari yang lain saya aja ketipu sebenrnya gk liat review dulu mgkn kalo penjualnya ngasih barang yg sesuai gambar saya bakal puas,1
bukan soal uangnya tapi soal ke amanahannya kirim barang ada yg nggak dikirim tidak lengkap bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali alasan macam minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet salah sendiri kirim brg ngga lengkap sangat nggak rekomended,1
sy order pcs dikirim cuma krn weekend senin sy baru cek system sdh close ini penjual penipu krn ditanya tdk mau jawab padahal dia online,1
seller jelek ga recommended mending ga usah belanja disini,1
maaf sya kasih bintang di keterangan udh jelas pilihan warna kuning rusa pilihan warna lain jika tidak ada warna kuning warna hijau atau biru tapi yg dteng malah warna pink kalau stok warna yg saya ingin tidak ada harus a konfirmasi terlebih dahulu tapi ini tidak kecewa si karna anak saya cowo bukan cewek malah di kasih warna pink lain kali sblum di kirim coba di cek lagi,1
tolong di cek lagi untuk baterainya gan baterai bekas dikasih pantes gak mau hidup suaranya,1
kayaknya smua barangnya kempeess makannya dituliss klo kempes gabisa ganti,1
ujungnya bompel mungkin kebentur pas ekspedisi saran packaging seharusnya yg lebih aman utk barang mudah pecah,1
proses cepat produk bagus finising mulus cuma saran om di bagian pengelam agak fi tingkatkan ada beberan sisi yg kurang nempel soal nya sama lobang buat gantungan nya agak d besarkan om terima kasih,1
ternyata barangnya kw kirain beneran promo,1
barang palsu bukan hot wheels original made in china bukan made malaysia spt diskripsi,1
ternyata bukan hot wheels asli bahan plastik harap di beri keterangan bahwa barang tdk original,1
ternyata bukan ori harga sesuai kualitas ya rb bahan plastik harusnya dikasih keterangan di deskripsi,1
mobil bukan asli hot wheels sy kira aslinya,1
lain kali sebelum kirim barang di cek dulu berfungsi atau tidak pertama dinamo ny tidak ada yaa walaupun seller kirim dinamo nya tapii tetep tidak berfungsi motor nya lampu musik tombol dan mesin ny gk nyala udh di ces berhari ttep ajh gk mau nyala,1
barangku kapan datang gua uda lama nunggu males gua beli lagi,1
kaki mainan robot hulk pecah rusak mohon dicek sblm kirim brh,1
mending ke toko lain,1
kecewa robot nya lemot kyaxnya ini yg kw ny ga lagi dah blanja disini,1
hati hati ada jebakan be careful judul dan deskripsi tertulis dart game besar isi paket buah papan dart inch kenyataannya yg dikirim hanya ukuran inch be careful,1
barang tidak lengkap next di cek bner dlu sblm kirim gak cm asal kirim aja jual kok gk mau rugi mlh ngrugiin customer suruh kirim kekurangan barangnya gak mau ribet gmn mau dpt kepuasan n kepercayaan dari pelangg,1
barang diterima dengan kondisi pinggirannya patah,1
barang tidak terkirim ke pembeli dan minta di kirim ulang tetapi toko menolak,1
hati gaes dikirim barang yg salah,1
kiri pembelian ke saya beli pcs yg kanan pembelian pertama warna dan kualitas berbeda pembelin ke bahan tipis warna tidak secerah pembelian pertama,1
kurir sameday dikirim besoknya pdhal ditanya bisa kirim hari ini pake sameday dia bilang bisa tokonya barang ga ready sih jd sistemnya ambil dulu dikumpulkan orderan baru dikirim jadi ya kaya begitu,1
pesen playdogh dikirim cuma pesen stamp tp ga dikirim padahal byr full ga ada cfm sama sekali sangat ga rekomended tokonya maaf sy ksh bintang lain kali hrs lebih amanah kl jual,1
mantap saya sudah beberapa kali order ulang,2
terimakasih barang sdh diterima dan sudah dicoba rasanya enak,2
rasanya enak dan mengenyangkan mirip bgt sama nasi putih biasa,2
coklat nya sampai dgn selamat tdk leleh packing aman pengiriman cepat harga murah thank you,2
harga murah kualitas produk sangat baik,2
respon penjual cepat pengiriman cepat dankemasan rapih,2
mantap barang ori packing oke harga promo muraj sering sering aja promo ya,2
packing rapi n aman produk sesuai pesanan seller responsif utk rasa dendeng ny blm dicoba ya mdh an saja enak thanks,2
